categorie,nom,telephone,adresse,site,maps,note,nb_avis,distance_km,place_id,statut_appel
commerce,HYDROPHONE,02 97 87 40 91,"Hydrophone - Face B 1 Terre-Plein du Sous-Marin Flore, 56100 Lorient",https://www.hydrophone.fr/,https://maps.google.com/?cid=10014061308617477857&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.8,38,0.27,ChIJDRrIZz1fEEgR4c4gE7QX-Yo,a_appeler
commerce,Green Sails,02 97 50 69 38,"9 Rue Lieutenant de Vaisseau Bourely, 56100 Lorient",,https://maps.google.com/?cid=8177324945861596240&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,3,0.45,ChIJ_WHgwbRfEEgRUFQFg7axe3E,a_appeler
commerce,Action Fun,02 97 83 64 85,"6 Rue Lieutenant de Vaisseau Bourely, 56100 Lorient",http://www.actionfun.fr/,https://maps.google.com/?cid=13349007746401273235&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.5,59,0.5,ChIJyY8TPspfEEgRk4UvvNEzQbk,a_appeler
commerce,Boutique 727 Sailbags - Concept Store,02 97 55 44 28,"3 Rue d'Estienne d'Orves, 56100 Lorient",https://www.727sailbags.com/fr/content/133-concept-store-727-sailbags-lorient,https://maps.google.com/?cid=4379528423623742875&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.4,98,0.51,ChIJa2CqgMlfEEgRm9XRxeU1xzw,a_appeler
commerce,Atout Nautisme,02 97 21 19 42,"1 Rue d'Estienne d'Orves, 56100 Lorient",http://www.atout-nautisme.com/,https://maps.google.com/?cid=6249971151799065704&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.7,29,0.55,ChIJI_N52DZeEEgRaBxsF6ZbvFY,a_appeler
commerce,Showroom Lorient La Base - Costard / L'Atelier Sur Mer,02 97 55 89 84,"13 Rue du Sous-Marin Venus, 56100 Lorient",https://www.lateliersurmer.com/,https://maps.google.com/?cid=14513785290148797922&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,2,0.57,ChIJ7f2ImjBfEEgR4t2b9dJSa8k,a_appeler
commerce,Atelier Naval des Coraux,02 97 83 10 16,"8 Rue Florian Laporte, 56100 Lorient",,https://maps.google.com/?cid=9017222960228204638&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,5,2,0.67,ChIJ8xd25TZeEEgRXgDmzIGcI30,a_appeler
commerce,ESCALE MARINE,02 97 87 08 63,"6 Rue Benoît Frachon, 56100 Lorient",https://escale-m.fr/,https://maps.google.com/?cid=8521025960185146811&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.3,686,0.73,ChIJLQBQlbVfEEgRu6235vbDQHY,a_appeler
commerce,Evasion Pro Shop,02 97 32 41 10,"2 Rue de l'Industrie, 56100 Lorient",http://www.evasionproshop.com/,https://maps.google.com/?cid=3712184466944012373&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.5,118,0.75,ChIJVRqdzMlfEEgRVbDrzBpUhDM,a_appeler
commerce,OSS 56 - Océan Surf Shop,02 97 59 34 35,"2 Rue de l'Industrie, 56100 Lorient",https://www.ocean-surfshop.com/,https://maps.google.com/?cid=1718174333030589926&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.9,31,0.78,ChIJu_TllIVfEEgR5mV73nMu2Bc,a_appeler
commerce,Kernével Nautic (USHIP),02 97 65 55 72,"Bd Roger le Port, 56260 Larmor-Plage",https://www.kernevelnautic.fr/,https://maps.google.com/?cid=1583995962685835659&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.6,48,1.18,ChIJmZmmIYlfEEgRi8mKie97-xU,a_appeler
commerce,Le Comptoir de la Mer,,"6 Rue Benoît Frachon, 56100 Lorient",http://www.comptoirdelamer.fr/,https://maps.google.com/?cid=4112102812645666494&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,4.2,9,0.73,ChIJZY8eoTZeEEgRvi6ho7gfETk,a_appeler
