date,ville,prestas_actifs,file_gros,touches,appels,leads_ads,leads_rappeles,passages_dates,closes_contrat,encaissé_eur,ads_spend_eur,paye_presta_eur,caisse_eur,note
2026-09-10,,,,,,,,,,,,,,,,
